pos[0] = 22.824442	pos[1] = 106.974133	pos[2] = 25.525805
angle[0] = 0.511531	angle[1] = 0.318668	angle[2] = 0.658905

pos[0] = -101.947395	pos[1] = 69.745621	pos[2] = 48.254508
angle[0] = 0.511531	angle[1] = 0.319076	angle[2] = 0.658905

pos[0] = -102.034744	pos[1] = 69.830555	pos[2] = 48.235132
angle[0] = 0.511942	angle[1] = 0.319484	angle[2] = 0.659313

pos[0] = -102.039017	pos[1] = 69.967152	pos[2] = 48.242742
angle[0] = 0.511942	angle[1] = 0.320301	angle[2] = 0.659720

pos[0] = -102.126320	pos[1] = 70.052101	pos[2] = 48.223228
angle[0] = 0.512353	angle[1] = 0.320709	angle[2] = 0.660128

pos[0] = -102.138947	pos[1] = 70.137066	pos[2] = 48.245678
angle[0] = 0.512353	angle[1] = 0.321117	angle[2] = 0.660535

pos[0] = -102.122086	pos[1] = 70.240311	pos[2] = 48.215701
angle[0] = 0.512353	angle[1] = 0.321933	angle[2] = 0.660535

pos[0] = -102.209335	pos[1] = 70.325268	pos[2] = 48.196070
angle[0] = 0.512765	angle[1] = 0.322341	angle[2] = 0.660943

pos[0] = -102.221916	pos[1] = 70.410240	pos[2] = 48.218421
angle[0] = 0.512765	angle[1] = 0.322749	angle[2] = 0.661350

pos[0] = -102.300652	pos[1] = 70.546814	pos[2] = 48.183616
angle[0] = 0.513176	angle[1] = 0.323565	angle[2] = 0.661758

pos[0] = -102.313194	pos[1] = 70.631790	pos[2] = 48.205869
angle[0] = 0.513176	angle[1] = 0.323973	angle[2] = 0.662165

pos[0] = -102.391846	pos[1] = 70.768353	pos[2] = 48.170897
angle[0] = 0.513587	angle[1] = 0.324789	angle[2] = 0.662573

pos[0] = -102.404358	pos[1] = 70.853355	pos[2] = 48.193079
angle[0] = 0.513587	angle[1] = 0.325197	angle[2] = 0.662980

pos[0] = -102.408295	pos[1] = 70.989914	pos[2] = 48.200056
angle[0] = 0.513587	angle[1] = 0.326013	angle[2] = 0.663387

pos[0] = -102.495415	pos[1] = 71.074921	pos[2] = 48.180026
angle[0] = 0.513998	angle[1] = 0.326421	angle[2] = 0.663795

pos[0] = -102.499283	pos[1] = 71.211464	pos[2] = 48.186869
angle[0] = 0.513998	angle[1] = 0.327237	angle[2] = 0.664202

pos[0] = -102.586342	pos[1] = 71.296486	pos[2] = 48.166709
angle[0] = 0.514409	angle[1] = 0.327645	angle[2] = 0.664610

pos[0] = -102.590134	pos[1] = 71.433029	pos[2] = 48.173417
angle[0] = 0.514409	angle[1] = 0.328461	angle[2] = 0.665017

pos[0] = -102.668518	pos[1] = 71.569561	pos[2] = 48.137842
angle[0] = 0.514821	angle[1] = 0.329277	angle[2] = 0.665425

pos[0] = -102.680893	pos[1] = 71.654606	pos[2] = 48.159717
angle[0] = 0.514821	angle[1] = 0.329685	angle[2] = 0.665832

pos[0] = -102.684563	pos[1] = 71.791119	pos[2] = 48.166198
angle[0] = 0.514821	angle[1] = 0.330501	angle[2] = 0.666240

pos[0] = -102.771538	pos[1] = 71.876175	pos[2] = 48.145760
angle[0] = 0.515232	angle[1] = 0.330909	angle[2] = 0.666647

pos[0] = -102.775131	pos[1] = 72.012680	pos[2] = 48.152106
angle[0] = 0.515232	angle[1] = 0.331725	angle[2] = 0.667055

pos[0] = -102.853310	pos[1] = 72.149185	pos[2] = 48.116094
angle[0] = 0.515643	angle[1] = 0.332541	angle[2] = 0.667462

pos[0] = -102.856812	pos[1] = 72.285675	pos[2] = 48.122267
angle[0] = 0.515643	angle[1] = 0.333357	angle[2] = 0.667870

pos[0] = -102.934891	pos[1] = 72.422150	pos[2] = 48.086061
angle[0] = 0.516054	angle[1] = 0.334173	angle[2] = 0.668277

pos[0] = -102.947113	pos[1] = 72.507225	pos[2] = 48.107614
angle[0] = 0.516054	angle[1] = 0.334581	angle[2] = 0.668685

pos[0] = -103.025101	pos[1] = 72.643696	pos[2] = 48.071242
angle[0] = 0.516465	angle[1] = 0.335398	angle[2] = 0.669092

pos[0] = -103.049469	pos[1] = 72.813877	pos[2] = 48.114153
angle[0] = 0.516465	angle[1] = 0.336214	angle[2] = 0.669907

pos[0] = -103.052750	pos[1] = 72.950329	pos[2] = 48.119925
angle[0] = 0.516465	angle[1] = 0.337030	angle[2] = 0.670315

pos[0] = -103.130600	pos[1] = 73.086784	pos[2] = 48.083223
angle[0] = 0.516877	angle[1] = 0.337846	angle[2] = 0.670722

pos[0] = -103.133789	pos[1] = 73.223225	pos[2] = 48.088835
angle[0] = 0.516877	angle[1] = 0.338662	angle[2] = 0.671130

pos[0] = -103.232567	pos[1] = 73.393467	pos[2] = 48.088902
angle[0] = 0.517288	angle[1] = 0.339478	angle[2] = 0.671945

pos[0] = -103.235649	pos[1] = 73.529892	pos[2] = 48.094327
angle[0] = 0.517288	angle[1] = 0.340294	angle[2] = 0.672352

pos[0] = -103.247688	pos[1] = 73.615032	pos[2] = 48.115480
angle[0] = 0.517288	angle[1] = 0.340702	angle[2] = 0.672760

pos[0] = -103.346329	pos[1] = 73.785336	pos[2] = 48.115199
angle[0] = 0.517699	angle[1] = 0.341518	angle[2] = 0.673575

pos[0] = -103.423889	pos[1] = 73.921764	pos[2] = 48.077889
angle[0] = 0.518110	angle[1] = 0.342334	angle[2] = 0.673982

pos[0] = -103.417725	pos[1] = 74.109413	pos[2] = 48.067072
angle[0] = 0.518110	angle[1] = 0.343558	angle[2] = 0.674390

pos[0] = -103.516190	pos[1] = 74.279755	pos[2] = 48.066370
angle[0] = 0.518521	angle[1] = 0.344374	angle[2] = 0.675205

pos[0] = -103.518982	pos[1] = 74.416138	pos[2] = 48.071260
angle[0] = 0.518521	angle[1] = 0.345190	angle[2] = 0.675612

pos[0] = -103.596313	pos[1] = 74.552521	pos[2] = 48.033473
angle[0] = 0.518933	angle[1] = 0.346006	angle[2] = 0.676020

pos[0] = -103.620026	pos[1] = 74.722908	pos[2] = 48.074986
angle[0] = 0.518933	angle[1] = 0.346822	angle[2] = 0.676835

pos[0] = -103.697266	pos[1] = 74.859276	pos[2] = 48.036983
angle[0] = 0.519344	angle[1] = 0.347638	angle[2] = 0.677242

pos[0] = -103.690628	pos[1] = 75.046768	pos[2] = 48.025379
angle[0] = 0.519344	angle[1] = 0.348862	angle[2] = 0.677649

pos[0] = -103.788742	pos[1] = 75.217190	pos[2] = 48.023860
angle[0] = 0.519755	angle[1] = 0.349678	angle[2] = 0.678464

pos[0] = -103.791214	pos[1] = 75.353527	pos[2] = 48.028177
angle[0] = 0.519755	angle[1] = 0.350495	angle[2] = 0.678872

pos[0] = -103.868210	pos[1] = 75.489845	pos[2] = 47.989725
angle[0] = 0.520166	angle[1] = 0.351311	angle[2] = 0.679279

pos[0] = -103.882256	pos[1] = 75.711380	pos[2] = 48.014247
angle[0] = 0.520166	angle[1] = 0.352535	angle[2] = 0.680094

pos[0] = -103.959122	pos[1] = 75.847668	pos[2] = 47.975525
angle[0] = 0.520577	angle[1] = 0.353351	angle[2] = 0.680502

pos[0] = -103.982368	pos[1] = 76.018158	pos[2] = 48.016071
angle[0] = 0.520577	angle[1] = 0.354167	angle[2] = 0.681317

pos[0] = -104.049728	pos[1] = 76.205456	pos[2] = 47.960724
angle[0] = 0.520989	angle[1] = 0.355391	angle[2] = 0.681724

pos[0] = -104.147408	pos[1] = 76.375973	pos[2] = 47.958199
angle[0] = 0.521400	angle[1] = 0.356207	angle[2] = 0.682539

pos[0] = -104.160995	pos[1] = 76.597511	pos[2] = 47.981855
angle[0] = 0.521400	angle[1] = 0.357431	angle[2] = 0.683354

pos[0] = -104.237564	pos[1] = 76.733761	pos[2] = 47.942500
angle[0] = 0.521811	angle[1] = 0.358247	angle[2] = 0.683762

pos[0] = -104.250961	pos[1] = 76.955284	pos[2] = 47.965808
angle[0] = 0.521811	angle[1] = 0.359471	angle[2] = 0.684577

pos[0] = -104.327377	pos[1] = 77.091496	pos[2] = 47.926183
angle[0] = 0.522222	angle[1] = 0.360287	angle[2] = 0.684984

pos[0] = -104.340599	pos[1] = 77.312996	pos[2] = 47.949155
angle[0] = 0.522222	angle[1] = 0.361511	angle[2] = 0.685799

pos[0] = -104.416901	pos[1] = 77.449192	pos[2] = 47.909287
angle[0] = 0.522633	angle[1] = 0.362327	angle[2] = 0.686207

pos[0] = -104.429924	pos[1] = 77.670681	pos[2] = 47.931897
angle[0] = 0.522633	angle[1] = 0.363551	angle[2] = 0.687022

pos[0] = -104.496384	pos[1] = 77.857677	pos[2] = 47.874960
angle[0] = 0.523044	angle[1] = 0.364775	angle[2] = 0.687429

pos[0] = -104.518913	pos[1] = 78.028318	pos[2] = 47.914034
angle[0] = 0.523044	angle[1] = 0.365591	angle[2] = 0.688244

pos[0] = -104.585205	pos[1] = 78.215250	pos[2] = 47.856767
angle[0] = 0.523456	angle[1] = 0.366816	angle[2] = 0.688652

pos[0] = -104.597824	pos[1] = 78.436680	pos[2] = 47.878625
angle[0] = 0.523456	angle[1] = 0.368040	angle[2] = 0.689467

pos[0] = -104.673706	pos[1] = 78.572775	pos[2] = 47.837963
angle[0] = 0.523867	angle[1] = 0.368856	angle[2] = 0.689874

pos[0] = -104.686142	pos[1] = 78.794186	pos[2] = 47.859486
angle[0] = 0.523867	angle[1] = 0.370080	angle[2] = 0.690689

pos[0] = -104.772957	pos[1] = 79.015598	pos[2] = 47.837716
angle[0] = 0.524278	angle[1] = 0.371304	angle[2] = 0.691504

pos[0] = -104.764214	pos[1] = 79.202335	pos[2] = 47.822591
angle[0] = 0.524278	angle[1] = 0.372528	angle[2] = 0.691912

pos[0] = -104.860756	pos[1] = 79.373043	pos[2] = 47.817595
angle[0] = 0.524689	angle[1] = 0.373344	angle[2] = 0.692726

pos[0] = -104.872765	pos[1] = 79.594439	pos[2] = 47.838342
angle[0] = 0.524689	angle[1] = 0.374568	angle[2] = 0.693541

pos[0] = -104.959145	pos[1] = 79.815819	pos[2] = 47.815739
angle[0] = 0.525100	angle[1] = 0.375792	angle[2] = 0.694356

pos[0] = -104.949989	pos[1] = 80.002399	pos[2] = 47.799934
angle[0] = 0.525100	angle[1] = 0.377016	angle[2] = 0.694764

pos[0] = -105.036156	pos[1] = 80.223743	pos[2] = 47.776906
angle[0] = 0.525512	angle[1] = 0.378240	angle[2] = 0.695579

pos[0] = -105.122185	pos[1] = 80.445080	pos[2] = 47.753613
angle[0] = 0.525923	angle[1] = 0.379464	angle[2] = 0.696394

pos[0] = -105.133629	pos[1] = 80.666407	pos[2] = 47.773328
angle[0] = 0.525923	angle[1] = 0.380688	angle[2] = 0.697209

pos[0] = -105.219421	pos[1] = 80.887728	pos[2] = 47.749567
angle[0] = 0.526334	angle[1] = 0.381912	angle[2] = 0.698024

pos[0] = -105.209724	pos[1] = 81.074091	pos[2] = 47.732878
angle[0] = 0.526334	angle[1] = 0.383137	angle[2] = 0.698431

pos[0] = -105.295280	pos[1] = 81.295366	pos[2] = 47.708685
angle[0] = 0.526745	angle[1] = 0.384361	angle[2] = 0.699246

pos[0] = -105.380707	pos[1] = 81.516636	pos[2] = 47.684261
angle[0] = 0.527156	angle[1] = 0.385585	angle[2] = 0.700061

pos[0] = -105.391579	pos[1] = 81.737896	pos[2] = 47.702935
angle[0] = 0.527156	angle[1] = 0.386809	angle[2] = 0.700876

pos[0] = -105.476776	pos[1] = 81.959143	pos[2] = 47.678039
angle[0] = 0.527568	angle[1] = 0.388033	angle[2] = 0.701691

pos[0] = -105.487404	pos[1] = 82.180384	pos[2] = 47.696286
angle[0] = 0.527568	angle[1] = 0.389257	angle[2] = 0.702506

pos[0] = -105.572365	pos[1] = 82.401621	pos[2] = 47.670924
angle[0] = 0.527979	angle[1] = 0.390481	angle[2] = 0.703321

pos[0] = -105.657188	pos[1] = 82.622845	pos[2] = 47.645312
angle[0] = 0.528390	angle[1] = 0.391705	angle[2] = 0.704136

pos[0] = -105.667465	pos[1] = 82.844053	pos[2] = 47.662918
angle[0] = 0.528390	angle[1] = 0.392929	angle[2] = 0.704951

pos[0] = -105.752060	pos[1] = 83.065273	pos[2] = 47.636855
angle[0] = 0.528801	angle[1] = 0.394153	angle[2] = 0.705766

pos[0] = -105.762108	pos[1] = 83.286467	pos[2] = 47.654048
angle[0] = 0.528801	angle[1] = 0.395377	angle[2] = 0.706581

pos[0] = -105.846451	pos[1] = 83.507660	pos[2] = 47.627526
angle[0] = 0.529212	angle[1] = 0.396601	angle[2] = 0.707396

pos[0] = -105.930672	pos[1] = 83.728832	pos[2] = 47.600749
angle[0] = 0.529624	angle[1] = 0.397826	angle[2] = 0.708211

pos[0] = -105.929680	pos[1] = 84.000143	pos[2] = 47.599050
angle[0] = 0.529624	angle[1] = 0.399458	angle[2] = 0.709026

pos[0] = -106.013626	pos[1] = 84.221272	pos[2] = 47.571760
angle[0] = 0.530035	angle[1] = 0.400682	angle[2] = 0.709841

pos[0] = -106.097443	pos[1] = 84.442392	pos[2] = 47.544234
angle[0] = 0.530446	angle[1] = 0.401906	angle[2] = 0.710656

pos[0] = -106.106758	pos[1] = 84.663509	pos[2] = 47.560108
angle[0] = 0.530446	angle[1] = 0.403130	angle[2] = 0.711471

pos[0] = -106.190315	pos[1] = 84.884611	pos[2] = 47.532112
angle[0] = 0.530857	angle[1] = 0.404354	angle[2] = 0.712286

pos[0] = -106.262886	pos[1] = 85.155687	pos[2] = 47.485365
angle[0] = 0.531268	angle[1] = 0.405986	angle[2] = 0.713101

pos[0] = -106.271805	pos[1] = 85.376738	pos[2] = 47.500546
angle[0] = 0.531268	angle[1] = 0.407210	angle[2] = 0.713916

pos[0] = -106.375778	pos[1] = 85.633398	pos[2] = 47.507178
angle[0] = 0.531680	angle[1] = 0.408434	angle[2] = 0.715138

pos[0] = -106.447807	pos[1] = 85.904364	pos[2] = 47.459482
angle[0] = 0.532091	angle[1] = 0.410066	angle[2] = 0.715953

pos[0] = -106.456322	pos[1] = 86.125393	pos[2] = 47.473946
angle[0] = 0.532091	angle[1] = 0.411290	angle[2] = 0.716768

pos[0] = -106.539070	pos[1] = 86.346392	pos[2] = 47.444418
angle[0] = 0.532502	angle[1] = 0.412514	angle[2] = 0.717583

pos[0] = -106.631363	pos[1] = 86.652973	pos[2] = 47.431031
angle[0] = 0.532913	angle[1] = 0.414147	angle[2] = 0.718806

pos[0] = -106.639481	pos[1] = 86.873955	pos[2] = 47.444792
angle[0] = 0.532913	angle[1] = 0.415371	angle[2] = 0.719621

pos[0] = -106.710617	pos[1] = 87.144684	pos[2] = 47.395512
angle[0] = 0.533324	angle[1] = 0.417003	angle[2] = 0.720436

pos[0] = -106.813538	pos[1] = 87.401501	pos[2] = 47.400043
angle[0] = 0.533736	angle[1] = 0.418227	angle[2] = 0.721658

pos[0] = -106.809975	pos[1] = 87.672140	pos[2] = 47.394013
angle[0] = 0.533736	angle[1] = 0.419859	angle[2] = 0.722473

pos[0] = -106.891869	pos[1] = 87.893051	pos[2] = 47.362882
angle[0] = 0.534147	angle[1] = 0.421083	angle[2] = 0.723288

pos[0] = -106.973618	pos[1] = 88.113937	pos[2] = 47.331490
angle[0] = 0.534558	angle[1] = 0.422307	angle[2] = 0.724103

pos[0] = -107.064568	pos[1] = 88.420456	pos[2] = 47.315603
angle[0] = 0.534969	angle[1] = 0.423939	angle[2] = 0.725325

pos[0] = -107.071732	pos[1] = 88.641321	pos[2] = 47.327693
angle[0] = 0.534969	angle[1] = 0.425163	angle[2] = 0.726140

pos[0] = -107.141586	pos[1] = 88.911711	pos[2] = 47.276168
angle[0] = 0.535380	angle[1] = 0.426795	angle[2] = 0.726955

pos[0] = -107.222740	pos[1] = 89.132517	pos[2] = 47.243726
angle[0] = 0.535792	angle[1] = 0.428019	angle[2] = 0.727770

pos[0] = -107.312904	pos[1] = 89.438963	pos[2] = 47.226392
angle[0] = 0.536203	angle[1] = 0.429652	angle[2] = 0.728993

pos[0] = -107.319511	pos[1] = 89.659735	pos[2] = 47.237515
angle[0] = 0.536203	angle[1] = 0.430876	angle[2] = 0.729808

pos[0] = -107.388596	pos[1] = 89.929905	pos[2] = 47.184707
angle[0] = 0.536614	angle[1] = 0.432508	angle[2] = 0.730623

pos[0] = -107.489853	pos[1] = 90.186924	pos[2] = 47.185922
angle[0] = 0.537025	angle[1] = 0.433732	angle[2] = 0.731845

pos[0] = -107.484322	pos[1] = 90.456995	pos[2] = 47.176640
angle[0] = 0.537025	angle[1] = 0.435364	angle[2] = 0.732660

pos[0] = -107.564606	pos[1] = 90.677675	pos[2] = 47.142584
angle[0] = 0.537436	angle[1] = 0.436588	angle[2] = 0.733475

pos[0] = -107.653587	pos[1] = 90.984030	pos[2] = 47.123104
angle[0] = 0.537848	angle[1] = 0.438220	angle[2] = 0.734698

pos[0] = -107.721695	pos[1] = 91.253914	pos[2] = 47.068602
angle[0] = 0.538259	angle[1] = 0.439852	angle[2] = 0.735513

pos[0] = -107.747955	pos[1] = 91.511021	pos[2] = 47.112582
angle[0] = 0.538259	angle[1] = 0.441076	angle[2] = 0.736735

pos[0] = -107.815666	pos[1] = 91.780809	pos[2] = 47.057434
angle[0] = 0.538670	angle[1] = 0.442708	angle[2] = 0.737550

pos[0] = -107.915802	pos[1] = 92.037956	pos[2] = 47.056479
angle[0] = 0.539081	angle[1] = 0.443932	angle[2] = 0.738772

pos[0] = -107.983139	pos[1] = 92.307636	pos[2] = 47.000659
angle[0] = 0.539492	angle[1] = 0.445565	angle[2] = 0.739587

pos[0] = -107.996696	pos[1] = 92.613892	pos[2] = 47.023308
angle[0] = 0.539492	angle[1] = 0.447197	angle[2] = 0.740810

pos[0] = -108.075737	pos[1] = 92.834406	pos[2] = 46.987023
angle[0] = 0.539904	angle[1] = 0.448421	angle[2] = 0.741625

pos[0] = -108.163063	pos[1] = 93.140636	pos[2] = 46.964537
angle[0] = 0.540315	angle[1] = 0.450053	angle[2] = 0.742847

pos[0] = -108.155434	pos[1] = 93.410070	pos[2] = 46.951818
angle[0] = 0.540315	angle[1] = 0.451685	angle[2] = 0.743662

pos[0] = -108.242302	pos[1] = 93.716240	pos[2] = 46.928566
angle[0] = 0.540726	angle[1] = 0.453317	angle[2] = 0.744885

pos[0] = -108.320694	pos[1] = 93.936649	pos[2] = 46.891142
angle[0] = 0.541137	angle[1] = 0.454541	angle[2] = 0.745700

pos[0] = -108.407166	pos[1] = 94.242788	pos[2] = 46.867126
angle[0] = 0.541548	angle[1] = 0.456173	angle[2] = 0.746922

pos[0] = -108.398743	pos[1] = 94.511961	pos[2] = 46.853134
angle[0] = 0.541548	angle[1] = 0.457805	angle[2] = 0.747737

pos[0] = -108.484764	pos[1] = 94.818029	pos[2] = 46.828349
angle[0] = 0.541960	angle[1] = 0.459437	angle[2] = 0.748960

pos[0] = -108.550018	pos[1] = 95.087055	pos[2] = 46.769073
angle[0] = 0.542371	angle[1] = 0.461070	angle[2] = 0.749775

pos[0] = -108.574020	pos[1] = 95.344360	pos[2] = 46.808907
angle[0] = 0.542371	angle[1] = 0.462294	angle[2] = 0.750997

pos[0] = -108.659386	pos[1] = 95.650385	pos[2] = 46.782988
angle[0] = 0.542782	angle[1] = 0.463926	angle[2] = 0.752219

pos[0] = -108.724030	pos[1] = 95.919228	pos[2] = 46.722680
angle[0] = 0.543193	angle[1] = 0.465558	angle[2] = 0.753034

pos[0] = -108.808937	pos[1] = 96.225185	pos[2] = 46.695939
angle[0] = 0.543604	angle[1] = 0.467190	angle[2] = 0.754257

pos[0] = -108.819565	pos[1] = 96.531111	pos[2] = 46.713530
angle[0] = 0.543604	angle[1] = 0.468822	angle[2] = 0.755479

pos[0] = -108.896309	pos[1] = 96.751226	pos[2] = 46.673245
angle[0] = 0.544016	angle[1] = 0.470046	angle[2] = 0.756294

pos[0] = -108.980568	pos[1] = 97.057123	pos[2] = 46.645367
angle[0] = 0.544427	angle[1] = 0.471678	angle[2] = 0.757517

pos[0] = -108.990578	pos[1] = 97.363001	pos[2] = 46.661891
angle[0] = 0.544427	angle[1] = 0.473310	angle[2] = 0.758739

pos[0] = -109.053940	pos[1] = 97.631431	pos[2] = 46.599513
angle[0] = 0.544838	angle[1] = 0.474942	angle[2] = 0.759554

pos[0] = -109.150444	pos[1] = 97.888887	pos[2] = 46.591770
angle[0] = 0.545249	angle[1] = 0.476167	angle[2] = 0.760777

pos[0] = -109.139427	pos[1] = 98.157193	pos[2] = 46.573609
angle[0] = 0.545249	angle[1] = 0.477799	angle[2] = 0.761592

pos[0] = -109.222580	pos[1] = 98.462948	pos[2] = 46.543832
angle[0] = 0.545660	angle[1] = 0.479431	angle[2] = 0.762814

pos[0] = -109.285103	pos[1] = 98.731087	pos[2] = 46.480073
angle[0] = 0.546072	angle[1] = 0.481063	angle[2] = 0.763629

pos[0] = -109.367775	pos[1] = 99.036754	pos[2] = 46.449492
angle[0] = 0.546483	angle[1] = 0.482695	angle[2] = 0.764852

pos[0] = -109.376282	pos[1] = 99.342389	pos[2] = 46.463480
angle[0] = 0.546483	angle[1] = 0.484327	angle[2] = 0.766074

pos[0] = -109.451355	pos[1] = 99.562182	pos[2] = 46.420364
angle[0] = 0.546894	angle[1] = 0.485551	angle[2] = 0.766889

pos[0] = -109.533379	pos[1] = 99.867774	pos[2] = 46.388645
angle[0] = 0.547305	angle[1] = 0.487183	angle[2] = 0.768111

pos[0] = -109.615166	pos[1] = 100.173342	pos[2] = 46.356510
angle[0] = 0.547716	angle[1] = 0.488815	angle[2] = 0.769334

pos[0] = -109.602493	pos[1] = 100.441036	pos[2] = 46.335746
angle[0] = 0.547716	angle[1] = 0.490447	angle[2] = 0.770149

pos[0] = -109.683815	pos[1] = 100.746512	pos[2] = 46.302851
angle[0] = 0.548128	angle[1] = 0.492080	angle[2] = 0.771371

pos[0] = -109.764885	pos[1] = 101.051961	pos[2] = 46.269535
angle[0] = 0.548539	angle[1] = 0.493712	angle[2] = 0.772594

pos[0] = -109.771851	pos[1] = 101.357381	pos[2] = 46.280941
angle[0] = 0.548539	angle[1] = 0.495344	angle[2] = 0.773816

pos[0] = -109.832191	pos[1] = 101.624758	pos[2] = 46.213683
angle[0] = 0.548950	angle[1] = 0.496976	angle[2] = 0.774631

pos[0] = -109.912544	pos[1] = 101.930075	pos[2] = 46.179162
angle[0] = 0.549361	angle[1] = 0.498608	angle[2] = 0.775854

pos[0] = -109.992668	pos[1] = 102.235372	pos[2] = 46.144240
angle[0] = 0.549772	angle[1] = 0.500240	angle[2] = 0.777076

pos[0] = -109.998734	pos[1] = 102.540634	pos[2] = 46.154141
angle[0] = 0.549772	angle[1] = 0.501872	angle[2] = 0.778299

pos[0] = -110.078377	pos[1] = 102.845868	pos[2] = 46.118415
angle[0] = 0.550184	angle[1] = 0.503504	angle[2] = 0.779521

pos[0] = -110.137558	pos[1] = 103.112843	pos[2] = 46.049356
angle[0] = 0.550595	angle[1] = 0.505136	angle[2] = 0.780336

pos[0] = -110.202873	pos[1] = 103.465535	pos[2] = 45.990310
angle[0] = 0.551006	angle[1] = 0.507177	angle[2] = 0.781558

pos[0] = -110.207993	pos[1] = 103.770598	pos[2] = 45.998643
angle[0] = 0.551006	angle[1] = 0.508809	angle[2] = 0.782781

pos[0] = -110.286629	pos[1] = 104.075613	pos[2] = 45.961264
angle[0] = 0.551417	angle[1] = 0.510441	angle[2] = 0.784003

pos[0] = -110.344849	pos[1] = 104.342203	pos[2] = 45.890715
angle[0] = 0.551828	angle[1] = 0.512073	angle[2] = 0.784818

pos[0] = -110.349289	pos[1] = 104.647111	pos[2] = 45.897926
angle[0] = 0.551828	angle[1] = 0.513705	angle[2] = 0.786041

pos[0] = -110.407082	pos[1] = 104.913497	pos[2] = 45.826709
angle[0] = 0.552240	angle[1] = 0.515337	angle[2] = 0.786856

pos[0] = -110.470604	pos[1] = 105.265594	pos[2] = 45.764891
angle[0] = 0.552651	angle[1] = 0.517377	angle[2] = 0.788078

pos[0] = -110.474319	pos[1] = 105.570300	pos[2] = 45.770916
angle[0] = 0.552651	angle[1] = 0.519009	angle[2] = 0.789301

pos[0] = -110.531372	pos[1] = 105.836368	pos[2] = 45.698596
angle[0] = 0.553062	angle[1] = 0.520641	angle[2] = 0.790116

pos[0] = -110.608269	pos[1] = 106.140962	pos[2] = 45.658425
angle[0] = 0.553473	angle[1] = 0.522273	angle[2] = 0.791338

pos[0] = -110.611305	pos[1] = 106.445524	pos[2] = 45.663344
angle[0] = 0.553473	angle[1] = 0.523906	angle[2] = 0.792561

pos[0] = -110.707756	pos[1] = 106.788795	pos[2] = 45.654792
angle[0] = 0.553884	angle[1] = 0.525538	angle[2] = 0.794191

pos[0] = -110.769478	pos[1] = 107.140347	pos[2] = 45.590083
angle[0] = 0.554296	angle[1] = 0.527578	angle[2] = 0.795413

pos[0] = -110.771751	pos[1] = 107.444790	pos[2] = 45.593755
angle[0] = 0.554296	angle[1] = 0.529210	angle[2] = 0.796635

pos[0] = -110.847359	pos[1] = 107.749201	pos[2] = 45.551471
angle[0] = 0.554707	angle[1] = 0.530842	angle[2] = 0.797858

pos[0] = -110.942688	pos[1] = 108.092519	pos[2] = 45.540977
